iter	RMSE
172	0.1057645589
173	0.1054656568
174	0.1051813345
175	0.1048816055
176	0.1047338087
177	0.1045091911
178	0.1042061604
179	0.1039941606
180	0.1038290952
181	0.1036164421
182	0.1033958
183	0.1031335505
184	0.1028812658
185	0.1026405399
186	0.1024348858
187	0.1022274989
188	0.1019439037
189	0.1017548519
190	0.1015136606
191	0.101335825
192	0.101128361
193	0.1008899536
194	0.1007068794
195	0.1005237507
196	0.1003019736
197	0.1000467559
198	0.09989160577
199	0.09972341257
200	0.09945426657
201	0.09925620475
202	0.09905115196
203	0.09889858152
204	0.09872603133
205	0.09852844416
206	0.09837685034
207	0.0981287175
208	0.09797073328
209	0.09777919607
210	0.09763260576
211	0.09744821676
212	0.09730189046
213	0.09714228135
214	0.09706663668
215	0.09689996723
216	0.09670904828
217	0.09661658432
218	0.09640111969
219	0.09623661534
220	0.09607367234
221	0.09595063263
222	0.09580643346
223	0.0956760687
224	0.09551076123
225	0.09529543458
226	0.09510606397
227	0.09494718996
228	0.09485960836
229	0.09466471021
230	0.09455522866
231	0.09436469138
232	0.09420194608
233	0.0939872154
234	0.09381477853
235	0.09369007036
236	0.09355090484
237	0.0934402674
238	0.09323084578
239	0.09306199975
240	0.0929205563
241	0.09273212596
242	0.09256629935
243	0.09239298727
244	0.09222421663
245	0.09212911566
246	0.09202702652
247	0.09189702306
248	0.0917554471
249	0.09160064449
250	0.09150617587
251	0.09139346825
252	0.09127012872
253	0.09113920227
254	0.09095052438
255	0.09079168843
256	0.09062020919
257	0.09047782281
258	0.09037016851
259	0.09027422152
260	0.09020145504
261	0.0900573639
262	0.08988202892
263	0.08972536097
264	0.089627824
265	0.08951558887
266	0.0894119986
267	0.0893185619
268	0.08923090352
269	0.08913771939
270	0.08904011519
271	0.08894579699
272	0.08881287627
273	0.08866398693
274	0.08848932589
275	0.08831708343
276	0.0882066711
277	0.0880417322
278	0.08792582225
279	0.08782194888
280	0.08772292947
281	0.087629314
282	0.08753797766
283	0.08738575484
284	0.08726423236
285	0.08716857161
286	0.08703484041
287	0.08691690399
288	0.08682622171
289	0.08670029006
290	0.08668797531
291	0.08653221834
292	0.0863390201
293	0.08620778682
294	0.08604934577
295	0.08595021036
296	0.08583383179
297	0.08568405975
298	0.08559281906
299	0.08546109522
300	0.08540261493
301	0.0853359678
302	0.08527136799
303	0.08522997488
304	0.08513857583
305	0.08502383077
306	0.0849399156
307	0.08482595539
308	0.08472710865
309	0.08461449558
310	0.0844868934
311	0.08438169892
312	0.08427303657
313	0.08417250476
314	0.08409666636
315	0.08397991205
316	0.08383341444
317	0.08367846806
318	0.08360770875
319	0.08350734665
320	0.08341640224
321	0.0833293104
322	0.08324384029
323	0.08307299025
324	0.08295945951
325	0.0828427019
326	0.08275201784
327	0.08270708742
328	0.08260881932
329	0.08240501271
330	0.08234563335
331	0.08228243626
332	0.0821795487
333	0.08214294486
334	0.08204552567
335	0.08195191115
336	0.08186322042
337	0.08173261175
338	0.08167293161
339	0.08160100209
340	0.08155092249
341	0.08147641846
342	0.08140245927
343	0.08133938707
344	0.08125436518
345	0.08113588647
346	0.08100212887
347	0.08087827811
348	0.0807353671
349	0.0806054877
350	0.08054483638
351	0.08044869931
352	0.08040634726
353	0.08033251408
354	0.08023133024
355	0.08014263086
356	0.08007538752
357	0.08000166278
358	0.07995809936
359	0.07983989069
360	0.07977483398
361	0.07969986798
362	0.07954714254
363	0.07946044547
364	0.07937925254
365	0.0792572969
366	0.07913778199
367	0.07904773385
368	0.07899978789
369	0.07892460893
370	0.07884122406
371	0.07874571308
372	0.07868914295
373	0.07858478212
374	0.07851002428
375	0.07842810946
376	0.07829019917
377	0.07821899112
378	0.0781498914
379	0.07807670754
380	0.07798451791
381	0.07790453319
382	0.07782871766
383	0.07773525396
384	0.07765844451
385	0.07754451856
386	0.07743232876
387	0.0773243661
388	0.07728159578
389	0.07716394578
390	0.07708923895
391	0.07700638919
392	0.07692649093
393	0.07687342242
394	0.07672567703
395	0.07657156021
396	0.07644438873
397	0.0763254936
398	0.07629112206
399	0.07615991099
400	0.07609696302
401	0.0760254225
402	0.0759391384
403	0.07585320241
404	0.07572883169
405	0.07559747372
406	0.07553585607
407	0.07548276338
408	0.07535372515
409	0.07528572128
410	0.0751663377
411	0.07511905997
412	0.07502928759
413	0.07497164994
414	0.07494171608
415	0.07485323518
416	0.07474056423
417	0.074634309
418	0.07456105911
419	0.07447083826
420	0.07434081977
421	0.07425180099
422	0.07415692741
423	0.07408543542
424	0.07397398196
425	0.07387484303
426	0.07376597115
427	0.07371651316
428	0.07367999355
429	0.07357724049
430	0.07350510095
431	0.07343242967
432	0.07335537617
433	0.07322706448
434	0.0731226913
435	0.07306663578
436	0.07295382071
437	0.07288598445
438	0.07280082478
439	0.07270637473
440	0.07261889955
441	0.07254248756
442	0.07243303615
443	0.07236029152
444	0.07226538363
445	0.07211698274
446	0.07208140157
447	0.07200544823
448	0.07192811776
449	0.07183869911
450	0.07179167179
451	0.07174235877
452	0.07163326315
453	0.0715033248
454	0.07142943916
455	0.07138409364
456	0.07129491226
457	0.0712345714
458	0.07115689893
459	0.07113055438
460	0.07105454839
461	0.07103211171
462	0.07091553835
463	0.07085925478
464	0.07082916948
465	0.07070369112
466	0.07063652145
467	0.07057502457
468	0.07042821563
469	0.07031394274
470	0.07026282546
471	0.07020606886
472	0.07011592637
473	0.07001760908
474	0.06991554577
475	0.06979975978
476	0.06969466664
477	0.06961024517
478	0.06952635755
479	0.06940132936
480	0.06935115306
481	0.06929144346
482	0.06922673161
483	0.06914837376
484	0.06908105745
485	0.06896518534
486	0.06893654569
487	0.06881083308
488	0.06869523665
489	0.06862851008
490	0.06851767075
491	0.06844511575
492	0.06833672777
493	0.06824847078
494	0.0681506
495	0.06807958297
496	0.06798514207
497	0.06795258453
498	0.06786159427
499	0.06777611687
500	0.06768995057
501	0.06757144865
502	0.06748641649
503	0.06741782658
504	0.06730485278
505	0.06728137308
506	0.06718290709
507	0.06715715792
508	0.06709077459
509	0.06703614624
510	0.06694420058
511	0.06682651144
512	0.06674110422
513	0.06667465162
514	0.06664920719
515	0.06659320021
516	0.06654783049
517	0.06647666488
518	0.06636597294
519	0.06630475463
520	0.06625545347
521	0.06620025109
522	0.06613717368
523	0.06606288856
524	0.06599221083
525	0.06593136404
526	0.06586422908
527	0.06578648202
528	0.06568339293
529	0.06558428673
530	0.06550143818
531	0.0654332551
532	0.06529625537
533	0.06523570815
534	0.0651879125
535	0.0651082047
536	0.06506638412
537	0.06497045681
538	0.06489900902
539	0.0648420113
540	0.06477630258
541	0.06472663811
542	0.06467488279
543	0.06459653841
544	0.06456912822
545	0.06445852232
546	0.06435136961
547	0.06427502505
548	0.06415692486
549	0.06409753974
550	0.0640317458
551	0.06395150356
552	0.06388991121
553	0.06380898806
554	0.06372159218
555	0.0636742964
556	0.06357600004
557	0.06347654524
558	0.06341124383
559	0.06331944268
560	0.06328012502
561	0.0632059548
562	0.06312008648
563	0.06302533008
564	0.06297694962
565	0.06289409737
566	0.06282394843
567	0.06273413504
568	0.06264887451
569	0.0625415847
570	0.0624573412
571	0.06235279956
572	0.06229059844
573	0.06221957105
574	0.06217133088
575	0.06212430605
576	0.06209133791
577	0.06203402358
578	0.06198857484
579	0.06189551356
580	0.06180928823
581	0.06176053502
582	0.06173869044
583	0.06168362678
584	0.06160420474
585	0.06155767097
586	0.06145524432
587	0.0613841218
588	0.06131698047
589	0.06126013944
590	0.0612326994
591	0.06113308967
592	0.06103686219
593	0.06094320018
594	0.06086461408
595	0.06078535933
596	0.06072649447
597	0.06065257062
598	0.06060146207
599	0.06056271261
600	0.06049871216
601	0.06040738824
602	0.06036906141
603	0.0602919797
604	0.06019085041
605	0.06011789738
606	0.0600659107
607	0.05994293709
608	0.05988427974
609	0.05985433302
610	0.05976603894
611	0.05969726184
612	0.05965809146
613	0.05961817254
614	0.05956791025
615	0.05950152545
616	0.05947301749
617	0.05943373588
618	0.05933161687
619	0.05925151034
620	0.05917641116
621	0.05906547987
622	0.05901163492
623	0.05893550036
624	0.05883029796
625	0.05879351681
626	0.05872288358
627	0.05867190985
628	0.05860153017
629	0.05855014325
630	0.05845268587
631	0.05841479523
632	0.0583775988
633	0.05829964873
634	0.05821707628
635	0.05812233619
636	0.05807229218
637	0.0579956243
638	0.05793253208
639	0.05787278543
640	0.05779675401
641	0.05775136231
642	0.05769310252
643	0.05762989415
644	0.05751638979
645	0.0574587533
646	0.05738356188
647	0.05733674188
648	0.05727434119
649	0.05720176287
650	0.05714376458
651	0.05704630852
652	0.05695669774
653	0.0569142949
654	0.05685928855
655	0.05677486496
656	0.05672587073
657	0.05667358853
658	0.05664760549
659	0.05661055823
660	0.05655353893
661	0.05649373428
662	0.05645027971
663	0.05638466559
664	0.05632044739
665	0.05626089495
666	0.05618777814
667	0.05611787408
668	0.05606295033
669	0.05601323287
670	0.05596441963
671	0.05589659764
672	0.05586254274
673	0.05580548453
674	0.0557463338
675	0.05570159805
676	0.05562216645
677	0.05559538733
678	0.05550329778
679	0.0554530351
680	0.05538512179
681	0.05533791757
682	0.05526082659
683	0.05520679516
684	0.05510889499
685	0.05505436662
686	0.05499896212
687	0.05491757797
688	0.05488127144
689	0.05483690974
690	0.05477088894
691	0.05473800089
692	0.05469029049
693	0.05463865828
694	0.0546094051
695	0.05453230742
696	0.05448151519
697	0.05439321379
698	0.05434060871
699	0.05428053699
700	0.05425551493
701	0.05420704816
702	0.05414047148
703	0.05408434508
704	0.05400668132
705	0.05394987431
706	0.05389797958
707	0.05382126304
708	0.05377440738
709	0.05373285641
710	0.0536637522
711	0.05359822956
712	0.05354868256
713	0.053490295
714	0.05346648743
715	0.05341080602
716	0.05336012005
717	0.05328490802
718	0.05323277997
719	0.05317970367
720	0.05309912767
721	0.05306823544
722	0.05302649084
723	0.05300578047
724	0.05292689169
725	0.05287131212
726	0.05284005235
727	0.05278037063
728	0.05271242899
729	0.05262784596
730	0.05258327776
731	0.05254390258
732	0.0525027304
733	0.05240829336
734	0.05236457599
735	0.05233571999
736	0.05229147931
737	0.052247251
738	0.05218065116
739	0.05212069046
740	0.05209394536
741	0.05202563328
742	0.05198994929
743	0.05195429217
744	0.05188497206
745	0.05183224943
746	0.05177004393
747	0.05171103157
748	0.05164264862
749	0.05159444377
750	0.05153469339
751	0.05149797206
752	0.05146346573
753	0.05142694625
754	0.0513870175
755	0.05132900807
756	0.05131383299
757	0.05126011653
758	0.05124501873
759	0.05119576715
760	0.05115740173
761	0.05114151069
762	0.05105964652
763	0.05101914934
764	0.050970969
765	0.05091446247
766	0.05086957521
767	0.05083668478
768	0.05080869413
769	0.05076973424
770	0.0506950783
771	0.05065820382
772	0.05060615963
773	0.05054373375
774	0.05051520165
775	0.0504742058
776	0.05041480469
777	0.05038224498
778	0.05034721484
779	0.05029091154
780	0.0502744915
781	0.05021356341
782	0.05014457825
783	0.05009853856
784	0.05006187827
785	0.04999282106
786	0.04996717185
787	0.04992105065
788	0.0498869577
789	0.04984185893
790	0.04976111666
791	0.04972912243
792	0.04967347341
793	0.04959178335
794	0.04955337213
795	0.04951752459
796	0.0494694455
797	0.04944716704
798	0.04938790544
799	0.04934747686
800	0.04931746316
801	0.049299672
802	0.04923671679
803	0.04915567839
804	0.04908010619
805	0.04902794165
806	0.04898674118
807	0.04896382447
808	0.04892982681
809	0.04887886344
810	0.04881656923
811	0.04877634499
812	0.04870139232
813	0.04866150055
814	0.04860931974
815	0.04856724605
816	0.0485053352
817	0.04846214032
818	0.04841002857
819	0.04836363433
820	0.04831964503
821	0.04826150531
822	0.0482076049
823	0.04817425959
824	0.04815077197
825	0.048103971
826	0.04805715316
827	0.04798986487
828	0.04796287777
829	0.04793891964
830	0.04791145032
831	0.04784842498
832	0.04781156601
833	0.04778126037
834	0.04771081154
835	0.04766100909
836	0.04762558951
837	0.04755935692
838	0.04753852485
839	0.04751543187
840	0.04745445497
841	0.04737841819
842	0.0473384355
843	0.0473207733
844	0.04723426327
845	0.04718940492
846	0.04713808738
847	0.04707234357
848	0.0470327004
849	0.04698445127
850	0.04693327921
851	0.04687897898
852	0.04682224782
853	0.0467824904
854	0.04671657209
855	0.04667664643
856	0.04662120932
857	0.04657414171
858	0.04656169897
859	0.04652728174
860	0.04648834656
861	0.0464509959
862	0.0464077985
863	0.04635783471
864	0.04631602805
865	0.04628700075
866	0.04622461746
867	0.04616010421
868	0.04613632192
869	0.04604640841
870	0.0460063858
871	0.04593507193
872	0.04588833574
873	0.04585874159
874	0.0458094524
875	0.04573304726
876	0.04571628426
877	0.04567632141
878	0.04562997153
879	0.04560972304
880	0.04555934963
881	0.04553177437
882	0.04547677064
883	0.04544134461
884	0.04540205365
885	0.0453362669
886	0.0452790041
887	0.04522057026
888	0.04516306864
889	0.04512508688
890	0.04508374325
891	0.04504093432
892	0.04498014415
893	0.04493516794
894	0.04489652873
895	0.04483717807
896	0.04480246017
897	0.04475612018
898	0.04468486636
899	0.04464806957
900	0.04459272274
901	0.04454879352
902	0.04449446946
903	0.04444001571
904	0.04439657103
905	0.04433598872
906	0.0442860654
907	0.04422173
908	0.04418819522
909	0.04415235261
910	0.04411309718
911	0.04405304099
912	0.04397435243
913	0.04392577031
914	0.04386827144
915	0.04381246661
916	0.04375865888
917	0.04370220068
918	0.04364446035
919	0.04359532734
920	0.04355607677
921	0.04352787336
922	0.04349639042
923	0.043458611
924	0.04340954679
925	0.04337839708
926	0.04331929677
927	0.04328695724
928	0.04323292248
929	0.04320111279
930	0.04317178266
931	0.04313534576
932	0.04310540686
933	0.04305947016
934	0.04301938311
935	0.04297307453
936	0.04292095266
937	0.04288849865
938	0.04285849133
939	0.04282441062
940	0.04279603741
941	0.04277042703
942	0.04271279098
943	0.04268607151
944	0.04265264811
945	0.04261973444
946	0.04258343437
947	0.04253433697
948	0.0424961504
949	0.04245791293
950	0.0423870009
951	0.04234911798
952	0.04231932845
953	0.04226553078
954	0.04222730435
955	0.04220584112
956	0.04215768169
957	0.04212644543
958	0.04207721466
959	0.04204954119
960	0.04201124576
961	0.04198425632
962	0.04195538337
963	0.04190987065
964	0.04186004453
965	0.04182830346
966	0.04179902002
967	0.04175206037
968	0.04168496334
969	0.04165987342
970	0.04159601014
971	0.04155522495
972	0.04152769051
973	0.04150248399
974	0.04148003831
975	0.04142401102
976	0.04140283264
977	0.041358001
978	0.04131086921
979	0.04126667055
980	0.04123154537
981	0.04118018899
982	0.04112819921
983	0.04110101904
984	0.04107235548
985	0.04101647852
986	0.04097047488
987	0.04093111748
988	0.04088453096
989	0.04083719476
990	0.04080120802
991	0.0407475304
992	0.04071091537
993	0.04065444873
994	0.04061429491
995	0.04056775385
996	0.04052220561
997	0.040497969
998	0.04046281391
999	0.04042282996
1000	0.0404101177
1001	0.04036248314
1002	0.04033613773
1003	0.04031375465
1004	0.04026988538
1005	0.04021721389
1006	0.04016912165
1007	0.04012148744
1008	0.04007095638
1009	0.04002947375
1010	0.03998530312
1011	0.03995469089
1012	0.0399332236
1013	0.03989609706
1014	0.03986248039
1015	0.03983902646
1016	0.03981275343
1017	0.03976617365
1018	0.03970581825
1019	0.03964484259
1020	0.03960573116
1021	0.0395608103
1022	0.03952721626
1023	0.03948839696
1024	0.03944120405
1025	0.0394047439
1026	0.03938574367
1027	0.03935351524
1028	0.03932096743
1029	0.03928977454
1030	0.03926396148
1031	0.03921925514
1032	0.03920308832
1033	0.03917087435
1034	0.03914789623
1035	0.03908776632
1036	0.03904110092
1037	0.03901201915
1038	0.03895855084
1039	0.03889486996
1040	0.03883893806
1041	0.03880951
1042	0.03878423405
1043	0.03871958846
1044	0.03869856726
1045	0.03866000615
1046	0.03863272226
1047	0.03859633338
1048	0.03856183142
1049	0.03854063098
1050	0.03850198478
1051	0.03846740999
1052	0.03845246627
1053	0.03842679951
1054	0.03838970847
1055	0.03836453673
1056	0.038349798
1057	0.03829594343
1058	0.03824477194
1059	0.03821711708
1060	0.03818737565
1061	0.03815187641
1062	0.03810380821
1063	0.03806644704
1064	0.03803442163
1065	0.03799515277
1066	0.0379226653
1067	0.03786576279
1068	0.03782050634
1069	0.03778071115
1070	0.03774621232
1071	0.03770051449
1072	0.03766070989
1073	0.03763374862
1074	0.03761410134
1075	0.03759913827
1076	0.03754659737
1077	0.03750913067
1078	0.03747606032
1079	0.03745806565
1080	0.03741161773
1081	0.03737989557
1082	0.03733784679
1083	0.03729719062
1084	0.03726030768
1085	0.03723799122
1086	0.03721674174
1087	0.03718221169
1088	0.03715306485
1089	0.03711424226
1090	0.03709319286
1091	0.03704599654
1092	0.03699040606
1093	0.03697396888
1094	0.03693876959
1095	0.03691964833
1096	0.0368849313
1097	0.03685900185
1098	0.03682962453
1099	0.03680687545
1100	0.03678734481
1101	0.03672466482
1102	0.03668456948
1103	0.03665821068
1104	0.03661749535
1105	0.03659303221
1106	0.03656611867
1107	0.03654591682
1108	0.03650579876
1109	0.03646772299
1110	0.03643134464
1111	0.03639532568
1112	0.03637083975
1113	0.03631998741
1114	0.03627059826
1115	0.03624133406
1116	0.03621359119
1117	0.03619414765
1118	0.03616906004
1119	0.03611636166
1120	0.03607870942
1121	0.03602985354
1122	0.03598652957
1123	0.03596316852
1124	0.03591888142
1125	0.03585715087
1126	0.03582928371
1127	0.0357989271
1128	0.03577352446
1129	0.03575617095
1130	0.03573046
1131	0.03568293651
1132	0.03566221566
1133	0.03563598178
1134	0.03559199566
1135	0.03555386813
1136	0.03552913345
1137	0.03547561778
1138	0.03545136065
1139	0.03541840831
1140	0.03538776897
1141	0.03537080338
1142	0.03535250011
1143	0.0353274918
1144	0.03530758233
1145	0.03529027105
1146	0.03526046124
1147	0.03522966248
1148	0.03518657471
1149	0.03515258425
1150	0.03511878856
1151	0.0350934644
1152	0.03506047735
1153	0.03503064671
1154	0.0349898126
1155	0.03494545063
1156	0.03493378948
1157	0.0349074974
1158	0.0348758051
1159	0.03483060598
1160	0.03479828986
1161	0.03477849122
1162	0.03472443866
1163	0.03469695709
1164	0.03467169542
1165	0.03464932307
1166	0.03462588564
1167	0.03460950575
1168	0.03457079383
1169	0.03453140876
1170	0.03450699713
1171	0.0344864171
1172	0.03444812558
1173	0.03440082252
1174	0.03437460189
1175	0.03435232485
1176	0.03430597028
1177	0.03427036319
1178	0.03424544757
1179	0.03419454918
1180	0.03413859003
1181	0.03411465252
1182	0.03407407687
1183	0.03404322555
1184	0.03400817292
1185	0.0339738086
1186	0.03394491405
1187	0.0339122562
1188	0.03388158122
1189	0.03386010296
1190	0.03382800827
1191	0.03380006041
1192	0.03377332033
1193	0.03373873033
1194	0.03370365582
1195	0.03367304927
1196	0.03364191807
1197	0.0336045275
1198	0.03357897105
1199	0.03353472454
1200	0.03351619322
1201	0.03347980828
1202	0.03345270694
1203	0.03341071062
1204	0.03337556459
1205	0.03333135201
1206	0.03329921439
1207	0.03327192306
1208	0.03323794774
1209	0.033206186
1210	0.03317896973
1211	0.03315473988
1212	0.03310668677
1213	0.03307776929
1214	0.0330502992
1215	0.03300960166
1216	0.0329517298
1217	0.03291540177
1218	0.03289619565
1219	0.03286948425
1220	0.03285155927
1221	0.0328085118
1222	0.0327685286
1223	0.03275277548
1224	0.03273306198
1225	0.03271134502
1226	0.03268375201
1227	0.03266814132
1228	0.03263569985
1229	0.03260726745
1230	0.03258264665
1231	0.03256124091
1232	0.03254212949
1233	0.03251341177
1234	0.03248296458
1235	0.03246906547
1236	0.03243381638
1237	0.03238924247
1238	0.03236341505
1239	0.03234810735
1240	0.03231136054
1241	0.03229481095
1242	0.03228687756
1243	0.03225431316
1244	0.03222741046
1245	0.03220817635
1246	0.03218412827
1247	0.03213730522
1248	0.0321014521
1249	0.03207281123
1250	0.03205762169
1251	0.03202978357
1252	0.03200404828
1253	0.03198120629
1254	0.03194856697
1255	0.03191105601
1256	0.03188681001
1257	0.03183797485
1258	0.03179406472
1259	0.03177732482
1260	0.03174807941
1261	0.03173248238
1262	0.03170287
1263	0.03165954743
1264	0.03164525456
1265	0.03160560525
1266	0.03156729892
1267	0.03154469365
1268	0.0315135279
1269	0.03148224285
1270	0.03146046852
1271	0.03144613332
1272	0.03143186698
1273	0.0314154238
1274	0.03138782621
1275	0.03135726579
1276	0.03131719711
1277	0.03130260064
1278	0.03127965008
1279	0.03125846902
1280	0.03123490933
1281	0.03120039385
1282	0.03115985927
1283	0.0311183944
1284	0.03106988618
1285	0.03106308133
1286	0.03103851633
1287	0.03100958691
1288	0.0309890881
1289	0.03096101027
1290	0.03093906836
1291	0.03091193241
1292	0.0308894841
1293	0.03086277062
1294	0.03081882722
1295	0.03078340237
1296	0.03075010055
1297	0.03074477656
1298	0.03072359291
1299	0.03070838713
1300	0.03066148465
1301	0.03064243703
1302	0.03061291898
1303	0.03059759895
1304	0.0305801817
1305	0.03056549676
1306	0.03053796608
1307	0.03051606847
1308	0.03047772456
1309	0.0304533429
1310	0.03042512951
1311	0.03040327659
1312	0.03035778508
1313	0.0303218602
1314	0.03029455112
1315	0.03028208854
1316	0.03025810658
1317	0.03022518583
1318	0.03019814173
1319	0.03017088036
1320	0.03012570626
1321	0.03009447066
1322	0.03006112146
1323	0.03001089598
1324	0.02999073763
1325	0.02996136764
1326	0.02993054466
1327	0.02989235262
1328	0.02985149685
1329	0.02980677085
1330	0.02976982012
1331	0.02972588215
1332	0.02970807505
1333	0.02968779585
1334	0.02965005486
1335	0.02962674343
1336	0.02957597364
1337	0.02955301235
1338	0.02953637296
1339	0.02950714989
1340	0.02946546206
1341	0.02942199858
1342	0.02938560928
1343	0.029341105
1344	0.02932188453
1345	0.02928694075
1346	0.02926488091
1347	0.02921894658
1348	0.02919275218
1349	0.02916771449
1350	0.0291467181
1351	0.02911114819
1352	0.02908173701
1353	0.02906339958
1354	0.02903147534
1355	0.02901140846
1356	0.02899027984
1357	0.02897485418
1358	0.02895897897
1359	0.02892390419
1360	0.02889728832
1361	0.02887964317
1362	0.02885963458
1363	0.02884279212
1364	0.02881034544
1365	0.02878120884
1366	0.02873553041
1367	0.02870771351
1368	0.02867046903
1369	0.02865769854
1370	0.02862954717
1371	0.02859780846
1372	0.02857476076
1373	0.0285583504
1374	0.02853597366
1375	0.02850975601
1376	0.02849032244
1377	0.02846462887
1378	0.02843619329
1379	0.02842123262
1380	0.02839429884
1381	0.02836968423
1382	0.02834839984
1383	0.02833433567
1384	0.02830937917
1385	0.02828323704
1386	0.02826642533
1387	0.02823141709
1388	0.02819108025
1389	0.02817157231
1390	0.02813957648
1391	0.02810357018
1392	0.0280843285
1393	0.0280610919
1394	0.02804253969
1395	0.02802609051
1396	0.02799417432
1397	0.02796933175
1398	0.02793385835
1399	0.02791025978
1400	0.02788287212
1401	0.02785169907
1402	0.02782876262
1403	0.02781103607
1404	0.02777437588
1405	0.02776425091
1406	0.0277388077
1407	0.02770485847
1408	0.02768900161
1409	0.02764484164
1410	0.02761142935
1411	0.02758725251
1412	0.02756471665
1413	0.02754922829
1414	0.02752440782
1415	0.02750810905
1416	0.02748412519
1417	0.02746481499
1418	0.02744597248
1419	0.02742371672
1420	0.02739578466
1421	0.0273823384
1422	0.02735700433
1423	0.02734821694
1424	0.02734065127
1425	0.02732478255
1426	0.02730449779
1427	0.02729441099
1428	0.02727145456
1429	0.02724573075
1430	0.02723560685
1431	0.02721210181
1432	0.027181837
1433	0.02716309181
1434	0.02714638783
1435	0.02712910395
1436	0.02710149103
1437	0.02705779884
1438	0.02704864574
1439	0.02703621685
1440	0.02701680315
1441	0.02699917017
1442	0.02697484394
1443	0.02695467374
1444	0.02692302021
1445	0.02690028259
1446	0.02687795758
1447	0.02686340818
1448	0.02684502035
1449	0.02682704711
1450	0.02680700661
1451	0.0267777655
1452	0.02675042358
1453	0.02673066133
1454	0.02671212895
1455	0.02669946508
1456	0.02667670942
1457	0.02665977385
1458	0.02664254006
1459	0.02660755924
1460	0.02659643448
1461	0.02657596487
1462	0.02655165576
1463	0.02652183123
1464	0.02651061614
1465	0.02648153999
1466	0.02646607124
1467	0.02643841018
1468	0.02641905483
1469	0.02640686025
1470	0.02638111158
1471	0.02634280042
1472	0.02631878397
1473	0.02630094091
1474	0.02626408725
1475	0.02622935116
1476	0.0261984024
1477	0.02616660929
1478	0.02613904588
1479	0.02611611434
1480	0.02608760689
1481	0.02606278959
1482	0.02602854634
1483	0.02600736489
1484	0.02598984312
1485	0.02596894774
1486	0.02593579814
1487	0.025920249
1488	0.0258914849
1489	0.02588050113
1490	0.0258473084
1491	0.02582491375
1492	0.02581209687
1493	0.02579404477
1494	0.02576893385
1495	0.02574736636
1496	0.02573437911
1497	0.02571635122
1498	0.02569814033
1499	0.02567084122
1500	0.02566117072
1501	0.02562737424
